salary,mins_beerdrinking_year,works_hours,mins_exercising_year,education_rank,coffee_per_year,great_customer_class
79743.0,0.0,65.0,0.0,10.0,222.0,0.0
44670.75,5013.0,40.0,0.0,10.0,66.0,0.0
63962.25,0.0,40.0,0.0,9.0,363.0,0.0
18723.75,0.0,55.0,1485.0,12.0,191.0,0.0
49160.75,0.0,20.0,0.0,10.0,359.7081694672864,0.0
19493.75,0.0,40.0,0.0,10.0,322.0,0.0
28141.0,0.0,45.0,0.0,9.0,359.7081694672864,0.0
9302.5,0.0,50.0,0.0,9.0,50.0,0.0
49479.75,0.0,60.0,0.0,9.0,200.0,0.0
57188.0,0.0,40.0,46.03422370617696,9.0,438.0,0.0
24709.25,0.0,40.0,0.0,9.0,359.7081694672864,0.0
86018.25,0.0,50.0,1408.0,13.0,100.0,0.0
57101.5,0.0,40.0,0.0,10.0,496.0,0.0
62086.5,0.0,50.0,0.0,12.0,359.7081694672864,0.0
45455.0,0.0,40.0,0.0,10.0,207.0,0.0
48068.25,0.0,40.0,0.0,13.0,196.0,0.0
51312.25,0.0,40.0,0.0,14.0,235.0,0.0
64282.0,0.0,40.0,0.0,9.0,359.7081694672864,0.0
80291.5,0.0,5.0,0.0,13.0,167.0,0.0
38938.0,0.0,40.0,0.0,10.0,62.0,0.0
42605.75,0.0,40.0,0.0,9.0,320.0,0.0
10013.0,0.0,45.0,2001.0,10.0,369.0,0.0
10619.0,0.0,30.0,0.0,9.0,241.0,0.0
48634.25,447.9206072106262,40.0,0.0,13.0,365.0,0.0
50420.0,0.0,35.0,0.0,10.0,325.0,0.0
52684.0,0.0,60.0,0.0,13.0,28.0,0.0
38035.0,0.0,40.0,0.0,9.0,358.0,0.0
47790.25,0.0,40.0,0.0,10.0,364.0,0.0
22228.25,0.0,40.0,0.0,10.0,92.0,0.0
32703.0,447.9206072106262,40.0,0.0,9.0,141.0,0.0
46271.0,0.0,55.0,0.0,10.0,359.7081694672864,0.0
52069.25,0.0,45.0,0.0,9.0,83.0,0.0
28466.5,0.0,30.0,0.0,9.0,177.0,0.0
54355.25,0.0,30.0,0.0,10.0,184.0,0.0
27253.75,0.0,40.0,0.0,8.0,181.0,0.0
21347.25,0.0,40.0,0.0,9.0,189.0,0.0
51766.5,0.0,70.0,0.0,14.0,158.0,0.0
51563.25,0.0,40.0,1617.0,10.0,20.0,0.0
48260.75,0.0,40.0,0.0,9.0,359.7081694672864,0.0
32851.0,0.0,25.0,0.0,9.0,236.0,0.0
36729.75,0.0,40.0,0.0,9.0,182.0,0.0
83508.0,0.0,50.0,0.0,11.0,123.0,0.0
68557.0,0.0,65.0,0.0,9.0,359.7081694672864,0.0
21827.5,0.0,50.0,0.0,5.0,246.0,0.0
83604.5,0.0,40.0,0.0,2.0,359.7081694672864,0.0
61263.25,0.0,40.0,1504.0,10.0,359.7081694672864,0.0
37149.29735524019,0.0,45.0,0.0,10.0,359.7081694672864,0.0
37149.29735524019,0.0,60.0,0.0,12.0,359.7081694672864,0.0
42330.75,0.0,40.0,0.0,13.0,221.0,0.0
50400.75,0.0,30.0,46.03422370617696,9.0,241.0,0.0
34007.0,0.0,30.0,0.0,5.0,383.0,0.0
65903.0,0.0,40.0,0.0,9.0,359.7081694672864,0.0
41277.0,0.0,40.0,0.0,13.0,8.0,0.0
68797.5,0.0,20.0,0.0,10.0,204.0,0.0
46539.75,0.0,40.0,0.0,10.0,102.0,0.0
24120.0,0.0,50.0,0.0,9.0,79.0,0.0
82848.75,0.0,50.0,0.0,10.0,359.7081694672864,0.0
9613.75,0.0,40.0,0.0,9.0,495.0,0.0
52153.25,0.0,40.0,0.0,13.0,251.0,0.0
34414.5,0.0,40.0,0.0,7.0,355.0,0.0
27592.75,0.0,40.0,0.0,8.0,359.7081694672864,0.0
27203.75,0.0,60.0,0.0,9.0,359.7081694672864,0.0
45819.75,0.0,43.0,0.0,10.0,391.0,0.0
8545.0,0.0,40.0,0.0,10.0,331.0,0.0
48080.25,0.0,40.0,0.0,13.0,115.0,0.0
72432.75,0.0,40.0,0.0,7.0,105.0,0.0
12787.5,0.0,40.0,0.0,8.0,341.0,0.0
34617.75,0.0,50.0,0.0,10.0,358.0,0.0
30234.75,0.0,45.0,0.0,10.0,172.0,0.0
35041.0,0.0,40.0,0.0,7.0,91.0,0.0
23863.75,0.0,55.0,0.0,13.0,232.0,0.0
48201.5,0.0,33.0,0.0,4.0,231.0,0.0
24796.25,0.0,40.0,0.0,12.0,359.7081694672864,0.0
32121.75,0.0,10.0,0.0,9.0,245.0,0.0
40921.75,0.0,50.0,0.0,10.0,359.7081694672864,0.0
30656.5,0.0,48.0,0.0,9.0,323.0,0.0
41354.5,0.0,40.0,0.0,12.0,444.0,0.0
38283.25,0.0,40.0,0.0,8.0,396.0,0.0
42283.25,0.0,30.0,0.0,10.0,213.0,0.0
44834.25,0.0,60.0,0.0,9.0,205.0,0.0
52132.0,0.0,30.0,0.0,12.0,359.7081694672864,0.0
30920.25,0.0,40.0,0.0,9.0,92.0,0.0
70908.75,0.0,40.0,0.0,13.0,340.0,0.0
28900.75,0.0,40.0,0.0,10.0,359.7081694672864,0.0
73651.25,0.0,12.0,0.0,10.0,337.0,0.0
32531.5,0.0,40.0,0.0,10.0,134.0,0.0
59546.25,0.0,40.0,0.0,13.0,321.0,0.0
48753.75,0.0,40.0,46.03422370617696,9.0,246.0,0.0
21670.25,0.0,40.0,0.0,10.0,359.7081694672864,0.0
27214.75,0.0,40.0,46.03422370617696,9.0,159.0,0.0
50825.25,0.0,40.0,0.0,9.0,359.7081694672864,0.0
37149.29735524019,0.0,40.0,0.0,10.0,359.7081694672864,0.0
13594.25,0.0,40.0,0.0,14.0,112.0,0.0
19861.25,1173.0,40.0,0.0,6.0,245.0,0.0
75772.5,0.0,50.0,0.0,10.0,307.0,0.0
37668.75,0.0,40.0,0.0,6.0,272.0,0.0
8281.5,0.0,45.0,0.0,11.0,268.0,0.0
47950.75,0.0,40.0,46.03422370617696,13.0,116.0,0.0
38823.25,447.9206072106262,45.0,0.0,11.0,78.0,0.0
45426.25,0.0,45.0,46.03422370617696,9.0,89.0,0.0
46913.25,0.0,48.0,0.0,9.0,226.0,0.0
74134.25,0.0,45.0,0.0,9.0,317.0,0.0
50284.5,0.0,35.0,0.0,11.0,359.7081694672864,0.0
46957.5,0.0,40.0,0.0,11.0,359.7081694672864,0.0
11954.5,0.0,40.0,0.0,13.0,31.0,0.0
61861.0,0.0,40.0,0.0,11.0,68.0,0.0
51411.0,0.0,26.0,0.0,9.0,217.0,0.0
12255.0,0.0,35.0,0.0,12.0,98.0,0.0
41470.75,0.0,40.0,0.0,9.0,359.7081694672864,0.0
25013.5,0.0,40.0,0.0,6.0,55.0,0.0
91246.5,0.0,38.0,0.0,10.0,179.0,0.0
108909.5,0.0,40.0,1876.0,10.0,108.0,0.0
9562.75,0.0,20.0,0.0,10.0,120.0,0.0
21393.0,0.0,40.0,0.0,13.0,258.0,0.0
72287.0,0.0,40.0,0.0,9.0,359.7081694672864,0.0
84980.25,0.0,38.0,0.0,10.0,251.0,0.0
119336.25,0.0,40.0,2057.0,4.0,359.7081694672864,0.0
40189.5,0.0,30.0,0.0,6.0,15.0,0.0
86098.5,0.0,40.0,0.0,10.0,101.0,0.0
80763.5,447.9206072106262,40.0,0.0,6.0,200.0,0.0
31066.25,0.0,40.0,0.0,10.0,359.7081694672864,0.0
93173.0,0.0,40.0,0.0,9.0,363.0,0.0
62893.0,447.9206072106262,35.0,0.0,9.0,483.0,0.0
47061.5,0.0,60.0,1590.0,13.0,73.0,0.0
27236.5,0.0,40.0,0.0,9.0,442.0,0.0
20540.25,0.0,35.0,0.0,6.0,359.7081694672864,0.0
49703.25,0.0,60.0,0.0,15.0,216.0,0.0
77236.25,0.0,50.0,46.03422370617696,13.0,494.0,0.0
13873.0,0.0,30.0,0.0,11.0,17.0,0.0
7846.75,2885.0,25.0,0.0,13.0,406.0,0.0
34373.0,0.0,40.0,0.0,9.0,388.0,0.0
54695.25,447.9206072106262,50.0,0.0,9.0,483.0,0.0
37149.29735524019,0.0,80.0,46.03422370617696,10.0,359.7081694672864,0.0
74788.25,0.0,15.0,0.0,10.0,135.0,0.0
34327.5,0.0,40.0,0.0,9.0,155.0,0.0
13973.5,0.0,40.0,0.0,15.0,232.0,0.0
53297.75,0.0,50.0,0.0,9.0,359.7081694672864,0.0
22786.25,0.0,40.0,0.0,9.0,236.0,0.0
34224.5,447.9206072106262,55.0,0.0,11.0,429.0,0.0
27263.25,0.0,25.0,0.0,9.0,385.0,0.0
46592.25,0.0,40.0,0.0,5.0,312.0,0.0
71170.0,0.0,20.0,0.0,9.0,313.0,0.0
30259.5,0.0,43.0,0.0,9.0,270.0,0.0
37149.29735524019,0.0,40.0,0.0,9.0,486.0,0.0
28276.5,0.0,30.0,46.03422370617696,10.0,204.0,0.0
53635.5,0.0,40.0,0.0,10.0,214.0,0.0
11824.0,0.0,20.0,1740.0,10.0,405.0,0.0
92387.25,0.0,30.0,0.0,10.0,359.7081694672864,0.0
20121.25,0.0,40.0,0.0,14.0,123.0,0.0
50140.0,0.0,20.0,0.0,13.0,349.0,0.0
50944.0,0.0,50.0,0.0,9.0,62.0,0.0
42837.75,0.0,20.0,0.0,12.0,295.0,0.0
60340.0,0.0,40.0,0.0,13.0,280.0,0.0
67820.5,0.0,20.0,0.0,7.0,271.0,0.0
14332.25,0.0,30.0,0.0,10.0,222.0,0.0
17370.25,0.0,40.0,0.0,9.0,359.7081694672864,0.0
73272.75,447.9206072106262,40.0,0.0,9.0,357.0,0.0
31912.75,0.0,40.0,0.0,9.0,244.0,0.0
22453.25,0.0,40.0,0.0,9.0,359.7081694672864,0.0
39245.0,0.0,60.0,0.0,9.0,234.0,0.0
49454.0,0.0,24.0,0.0,9.0,359.7081694672864,0.0
21504.75,0.0,36.0,0.0,7.0,322.0,0.0
79817.75,0.0,50.0,0.0,10.0,437.0,0.0
34298.0,0.0,12.0,0.0,9.0,145.0,0.0
76468.5,0.0,60.0,0.0,9.0,359.7081694672864,0.0
18923.75,0.0,60.0,0.0,10.0,249.0,0.0
31653.25,0.0,40.0,0.0,13.0,15.0,0.0
63316.75,0.0,35.0,0.0,3.0,350.0,0.0
29824.25,0.0,40.0,0.0,9.0,359.7081694672864,0.0
39796.75,0.0,25.0,0.0,10.0,280.0,0.0
33591.75,0.0,43.0,0.0,9.0,142.0,0.0
67073.0,447.9206072106262,41.0,0.0,9.0,226.0,0.0
68811.0,0.0,35.0,0.0,10.0,280.0,0.0
47865.0,0.0,40.0,0.0,6.0,23.0,0.0
43484.5,0.0,60.0,0.0,9.0,25.0,0.0
48535.0,0.0,50.0,0.0,10.0,359.7081694672864,0.0
49058.5,0.0,40.0,0.0,9.0,359.7081694672864,0.0
69799.0,0.0,40.0,0.0,13.0,162.0,0.0
105210.5,0.0,40.0,0.0,12.0,359.7081694672864,0.0
42896.0,0.0,40.0,0.0,13.0,248.0,0.0
64896.25,0.0,24.0,0.0,10.0,90.0,0.0
12030.75,0.0,40.0,0.0,10.0,473.0,0.0
44170.75,0.0,60.0,0.0,11.0,202.0,0.0
47208.5,0.0,50.0,0.0,5.0,345.0,0.0
40029.5,0.0,10.0,0.0,8.0,293.0,0.0
43955.0,0.0,25.0,0.0,7.0,359.7081694672864,0.0
25015.75,0.0,40.0,0.0,9.0,359.7081694672864,0.0
42249.25,0.0,40.0,0.0,11.0,359.7081694672864,0.0
38995.75,0.0,50.0,0.0,9.0,422.0,0.0
55488.75,447.9206072106262,40.0,0.0,13.0,419.0,0.0
29490.75,0.0,40.0,0.0,16.0,359.7081694672864,0.0
50226.0,0.0,40.0,0.0,6.0,359.7081694672864,0.0
53724.0,0.0,40.0,0.0,5.0,339.0,0.0
45869.75,0.0,30.0,0.0,9.0,432.0,0.0
39752.0,0.0,56.0,0.0,10.0,359.7081694672864,0.0
25519.0,0.0,25.0,0.0,9.0,430.0,0.0
84409.75,0.0,40.0,0.0,10.0,48.0,0.0
29340.75,0.0,35.0,0.0,10.0,359.7081694672864,0.0
27463.5,0.0,40.0,0.0,9.0,68.0,0.0
54300.0,0.0,40.0,0.0,9.0,359.7081694672864,0.0
41789.75,4650.0,40.0,0.0,9.0,1.0,0.0
110302.5,0.0,40.0,0.0,9.0,348.0,0.0
10621.25,447.9206072106262,55.0,0.0,9.0,374.0,0.0
27936.5,0.0,40.0,0.0,10.0,323.0,0.0
19522.5,447.9206072106262,48.0,0.0,10.0,199.0,0.0
13525.5,0.0,40.0,0.0,10.0,359.7081694672864,0.0
85440.0,0.0,40.0,0.0,13.0,83.0,0.0
36929.75,0.0,20.0,0.0,13.0,359.7081694672864,0.0
99718.5,0.0,42.0,0.0,13.0,359.7081694672864,0.0
23686.0,0.0,20.0,0.0,9.0,359.7081694672864,0.0
46384.25,0.0,20.0,0.0,10.0,359.7081694672864,0.0
51376.0,0.0,20.0,0.0,9.0,3.0,0.0
48702.25,0.0,40.0,0.0,7.0,185.0,0.0
40637.75,0.0,50.0,0.0,8.0,65.0,0.0
52762.25,4101.0,40.0,0.0,10.0,397.0,0.0
68879.25,447.9206072106262,72.0,0.0,10.0,359.7081694672864,0.0
15195.75,0.0,40.0,0.0,11.0,80.0,0.0
6060.75,0.0,40.0,1590.0,9.0,359.7081694672864,0.0
46189.75,1797.0,15.0,0.0,4.0,156.0,0.0
31668.75,0.0,25.0,0.0,10.0,359.7081694672864,0.0
6940.75,0.0,40.0,0.0,9.0,200.0,0.0
66857.75,0.0,20.0,0.0,13.0,498.0,0.0
56827.5,0.0,25.0,0.0,10.0,91.0,0.0
48657.5,0.0,35.0,0.0,13.0,256.0,0.0
102297.25,0.0,40.0,0.0,3.0,256.0,0.0
55105.25,0.0,40.0,0.0,13.0,75.0,0.0
48501.0,0.0,25.0,0.0,7.0,359.7081694672864,0.0
20750.75,0.0,40.0,0.0,9.0,249.0,0.0
36852.75,0.0,30.0,0.0,3.0,445.0,0.0
37336.75,0.0,60.0,0.0,10.0,359.7081694672864,0.0
55042.0,0.0,16.0,0.0,10.0,121.0,0.0
83526.25,0.0,30.0,0.0,7.0,359.7081694672864,0.0
54562.25,0.0,30.0,0.0,7.0,452.0,0.0
43761.0,0.0,40.0,46.03422370617696,10.0,359.7081694672864,0.0
18808.75,0.0,60.0,0.0,13.0,444.0,0.0
64668.75,0.0,40.0,46.03422370617696,9.0,95.0,0.0
50810.0,0.0,40.0,0.0,10.0,88.0,0.0
45347.0,0.0,40.0,0.0,9.0,359.7081694672864,0.0
83850.0,0.0,40.0,46.03422370617696,10.0,208.0,0.0
30102.0,0.0,20.0,0.0,10.0,54.0,0.0
41480.5,447.9206072106262,50.0,0.0,9.0,79.0,0.0
63297.5,0.0,40.0,0.0,9.0,359.7081694672864,0.0
52837.25,0.0,40.0,0.0,6.0,60.0,0.0
52731.5,0.0,40.0,46.03422370617696,7.0,118.0,0.0
45774.0,0.0,40.0,0.0,13.0,359.7081694672864,0.0
6852.0,0.0,60.0,0.0,11.0,214.0,0.0
32113.25,0.0,28.0,0.0,9.0,295.0,0.0
32399.25,0.0,46.0,0.0,10.0,435.0,0.0
89849.25,0.0,40.0,0.0,7.0,10.0,0.0
64215.25,0.0,80.0,0.0,9.0,195.0,0.0
85402.5,0.0,35.0,0.0,10.0,359.7081694672864,0.0
49504.25,0.0,50.0,0.0,9.0,115.0,0.0
62023.5,0.0,40.0,0.0,9.0,260.0,0.0
43900.0,0.0,60.0,0.0,14.0,452.0,0.0
36843.0,0.0,48.0,0.0,9.0,386.0,0.0
33827.0,0.0,40.0,0.0,13.0,215.0,0.0
35387.5,447.9206072106262,40.0,0.0,6.0,359.7081694672864,0.0
71414.25,0.0,45.0,0.0,10.0,434.0,0.0
8237.5,0.0,40.0,0.0,12.0,383.0,0.0
69782.25,0.0,20.0,0.0,14.0,444.0,0.0
29495.75,0.0,45.0,0.0,6.0,359.7081694672864,0.0
94197.25,0.0,15.0,0.0,9.0,359.7081694672864,0.0
70992.25,0.0,40.0,0.0,9.0,336.0,0.0
34069.25,0.0,40.0,0.0,13.0,408.0,0.0
124582.0,0.0,40.0,0.0,6.0,478.0,0.0
53436.25,0.0,45.0,0.0,10.0,298.0,0.0
56849.75,0.0,40.0,0.0,11.0,221.0,0.0
47960.25,447.9206072106262,48.0,0.0,13.0,494.0,0.0
39824.75,0.0,20.0,0.0,7.0,460.0,0.0
46733.5,0.0,40.0,0.0,13.0,85.0,0.0
37149.29735524019,0.0,40.0,0.0,11.0,289.0,0.0
49225.0,0.0,39.0,0.0,9.0,359.7081694672864,0.0
86744.5,0.0,40.0,0.0,13.0,359.7081694672864,0.0
24800.75,0.0,40.0,0.0,4.0,386.0,0.0
31387.5,0.0,35.0,0.0,9.0,359.7081694672864,0.0
49262.5,0.0,20.0,0.0,9.0,210.0,0.0
57279.0,0.0,32.0,0.0,10.0,316.0,0.0
13593.25,0.0,40.0,0.0,10.0,371.0,0.0
48283.0,0.0,30.0,0.0,5.0,359.7081694672864,0.0
37519.0,0.0,30.0,0.0,9.0,398.0,0.0
8568.25,0.0,36.0,1876.0,11.0,202.0,0.0
32682.75,0.0,35.0,0.0,9.0,301.0,0.0
37149.29735524019,0.0,35.0,0.0,9.0,359.7081694672864,0.0
53031.25,0.0,20.0,0.0,6.0,98.0,0.0
10869.75,0.0,48.0,0.0,10.0,456.0,0.0
52370.75,0.0,20.0,0.0,10.0,146.0,0.0
54032.25,447.9206072106262,40.0,46.03422370617696,10.0,359.7081694672864,0.0
22715.0,0.0,40.0,0.0,10.0,359.7081694672864,0.0
27347.5,0.0,40.0,0.0,9.0,359.7081694672864,0.0
83317.5,0.0,35.0,0.0,14.0,173.0,0.0
91516.25,0.0,40.0,0.0,10.0,357.0,0.0
37149.29735524019,0.0,40.0,0.0,9.0,142.0,0.0
80668.5,0.0,40.0,0.0,10.0,265.0,0.0
36236.75,0.0,40.0,0.0,13.0,271.0,0.0
50236.75,0.0,35.0,0.0,9.0,359.7081694672864,0.0
80668.5,0.0,40.0,0.0,10.0,359.7081694672864,0.0
10654.25,0.0,30.0,0.0,10.0,359.7081694672864,0.0
24888.5,0.0,40.0,0.0,13.0,359.7081694672864,0.0
49333.0,0.0,60.0,0.0,10.0,72.0,0.0
85897.75,0.0,10.0,0.0,13.0,359.7081694672864,0.0
50691.25,0.0,40.0,0.0,9.0,359.7081694672864,0.0
9483.0,447.9206072106262,40.0,0.0,10.0,359.7081694672864,0.0
74441.75,0.0,40.0,0.0,14.0,77.0,0.0
238397.0,0.0,40.0,0.0,7.0,409.0,0.0
56014.75,0.0,40.0,0.0,9.0,474.0,0.0
26648.75,1848.0,40.0,0.0,9.0,4.0,0.0
124799.25,0.0,40.0,0.0,10.0,310.0,0.0
37149.29735524019,0.0,38.0,0.0,11.0,76.0,0.0
40278.25,0.0,40.0,0.0,10.0,359.7081694672864,0.0
27998.5,4650.0,40.0,0.0,10.0,293.0,0.0
72752.75,0.0,40.0,0.0,9.0,359.7081694672864,0.0
49391.25,0.0,35.0,0.0,11.0,192.0,0.0
47082.5,0.0,25.0,0.0,9.0,36.0,0.0
29795.5,0.0,35.0,0.0,9.0,194.0,0.0
59853.75,0.0,42.0,0.0,9.0,491.0,0.0
50127.75,0.0,55.0,0.0,9.0,292.0,0.0
54036.25,0.0,40.0,0.0,9.0,484.0,0.0
53968.25,0.0,40.0,0.0,9.0,9.0,0.0
77294.5,447.9206072106262,40.0,0.0,9.0,359.7081694672864,0.0
39201.75,0.0,36.0,0.0,5.0,319.0,0.0
37149.29735524019,0.0,40.0,46.03422370617696,13.0,449.0,0.0
9805.5,447.9206072106262,40.0,0.0,7.0,359.7081694672864,0.0
25619.75,0.0,40.0,0.0,13.0,62.0,0.0
33253.5,0.0,40.0,0.0,11.0,197.0,0.0
25885.25,447.9206072106262,40.0,0.0,10.0,26.0,0.0
37149.29735524019,0.0,40.0,0.0,9.0,299.0,0.0
46930.0,0.0,41.0,0.0,9.0,300.0,0.0
9448.0,447.9206072106262,31.0,0.0,6.0,18.0,0.0
28508.0,0.0,40.0,0.0,13.0,295.0,0.0
55169.5,0.0,40.0,0.0,3.0,133.0,0.0
27595.0,0.0,52.0,2467.0,9.0,392.0,0.0
32068.0,0.0,14.0,0.0,9.0,352.0,0.0
64557.75,0.0,35.0,0.0,9.0,5.0,0.0
43615.25,0.0,40.0,0.0,13.0,412.0,0.0
12949.75,0.0,40.0,0.0,9.0,283.0,0.0
86508.5,0.0,35.0,0.0,8.0,359.7081694672864,0.0
67941.75,0.0,40.0,0.0,13.0,18.0,0.0
33784.5,0.0,40.0,0.0,13.0,145.0,0.0
50534.75,0.0,20.0,0.0,13.0,231.0,0.0
87255.5,0.0,33.0,0.0,9.0,241.0,0.0
52303.0,0.0,56.0,0.0,5.0,202.0,0.0
49940.75,0.0,20.0,46.03422370617696,10.0,359.7081694672864,0.0
58880.75,0.0,40.0,46.03422370617696,9.0,7.0,0.0
24352.75,0.0,45.0,0.0,4.0,342.0,0.0
43912.0,0.0,40.0,0.0,7.0,343.0,0.0
28854.5,2174.0,45.0,0.0,10.0,320.0,0.0
24185.25,0.0,40.0,0.0,12.0,116.0,0.0
35352.5,0.0,40.0,0.0,10.0,373.0,0.0
7816.75,447.9206072106262,70.0,0.0,9.0,359.7081694672864,0.0
50406.0,0.0,45.0,0.0,13.0,122.0,0.0
24430.75,0.0,38.0,0.0,10.0,278.0,0.0
73407.0,0.0,10.0,0.0,14.0,470.0,0.0
27049.0,0.0,40.0,0.0,6.0,450.0,0.0
44249.5,0.0,40.0,0.0,13.0,424.0,0.0
25254.25,0.0,35.0,0.0,9.0,359.7081694672864,0.0
28214.5,0.0,2.0,0.0,9.0,66.0,0.0
37149.29735524019,0.0,40.0,0.0,5.0,37.0,0.0
56631.25,0.0,40.0,0.0,11.0,359.7081694672864,0.0
44047.25,0.0,40.0,0.0,9.0,359.7081694672864,0.0
102528.5,0.0,40.0,0.0,9.0,359.7081694672864,0.0
95168.5,0.0,52.0,0.0,9.0,250.0,0.0
10927.75,0.0,48.0,0.0,13.0,355.0,0.0
19304.75,0.0,37.0,0.0,9.0,359.7081694672864,0.0
66165.75,0.0,40.0,3900.0,10.0,386.0,0.0
23580.75,0.0,15.0,2163.0,5.0,359.7081694672864,0.0
26563.75,0.0,40.0,0.0,10.0,441.0,0.0
47941.25,0.0,35.0,0.0,9.0,279.0,0.0
37149.29735524019,0.0,18.0,0.0,7.0,359.7081694672864,0.0
56581.75,0.0,40.0,0.0,10.0,288.0,0.0
41686.0,0.0,20.0,0.0,9.0,359.7081694672864,0.0
50329.75,0.0,40.0,0.0,10.0,397.0,0.0
52924.75,0.0,40.0,0.0,10.0,345.0,0.0
37149.29735524019,0.0,40.0,0.0,9.0,49.0,0.0
29935.5,0.0,40.0,0.0,9.0,23.0,0.0
65644.75,0.0,45.0,0.0,9.0,416.0,0.0
53635.25,0.0,35.0,0.0,9.0,188.0,0.0
42295.0,447.9206072106262,40.0,46.03422370617696,4.0,258.0,0.0
16810.0,0.0,40.0,0.0,9.0,256.0,0.0
36276.25,0.0,30.0,0.0,10.0,263.0,0.0
22916.5,0.0,40.0,0.0,9.0,419.0,0.0
56105.25,0.0,40.0,0.0,10.0,80.0,0.0
76717.0,0.0,65.0,0.0,10.0,359.7081694672864,0.0
137337.25,0.0,40.0,46.03422370617696,10.0,230.0,0.0
34994.5,0.0,40.0,0.0,7.0,359.7081694672864,0.0
32646.25,0.0,12.0,0.0,10.0,359.7081694672864,0.0
57593.25,594.0,4.0,0.0,7.0,9.0,0.0
40714.75,0.0,40.0,0.0,9.0,359.7081694672864,0.0
49665.0,0.0,50.0,0.0,13.0,179.0,0.0
33076.0,0.0,40.0,0.0,10.0,268.0,0.0
46433.0,0.0,30.0,0.0,9.0,83.0,0.0
44617.25,0.0,15.0,46.03422370617696,9.0,400.0,0.0
25207.0,0.0,20.0,0.0,10.0,469.0,0.0
31299.25,0.0,26.0,0.0,9.0,468.0,0.0
95288.25,0.0,40.0,0.0,10.0,270.0,0.0
6602.5,0.0,40.0,0.0,9.0,230.0,0.0
34781.75,0.0,50.0,0.0,10.0,121.0,0.0
97778.5,0.0,60.0,0.0,9.0,439.0,0.0
34132.75,0.0,47.0,0.0,9.0,147.0,0.0
94170.75,2036.0,30.0,0.0,10.0,201.0,0.0
29989.25,0.0,35.0,0.0,13.0,18.0,0.0
41258.5,0.0,40.0,2002.0,9.0,116.0,0.0
48002.5,0.0,60.0,0.0,13.0,359.7081694672864,0.0
31206.75,0.0,40.0,0.0,11.0,299.0,0.0
50301.0,0.0,40.0,0.0,9.0,430.0,0.0
22399.5,0.0,60.0,0.0,10.0,359.7081694672864,0.0
25398.25,0.0,42.0,46.03422370617696,13.0,317.0,0.0
45596.5,0.0,35.0,0.0,7.0,359.7081694672864,0.0
44209.25,0.0,40.0,0.0,9.0,357.0,0.0
65308.0,0.0,40.0,0.0,7.0,236.0,0.0
9831.0,0.0,40.0,0.0,9.0,443.0,0.0
10074.75,0.0,30.0,0.0,6.0,44.0,0.0
49105.0,0.0,45.0,0.0,9.0,29.0,0.0
37149.29735524019,0.0,40.0,0.0,12.0,153.0,0.0
43648.0,0.0,15.0,0.0,13.0,353.0,0.0
50030.25,447.9206072106262,45.0,0.0,9.0,385.0,0.0
40007.25,0.0,22.0,0.0,7.0,359.7081694672864,0.0
68777.5,447.9206072106262,40.0,0.0,10.0,249.0,0.0
